2026-05-18 16:00:54 | SERVER     | ready                | port=8000  stt_model=whisper-large-v3-turbo  llm_model=llama-3.3-70b-versatile
2026-05-18 16:58:02 | STATE      | listening → thinking | session=a7de1e7c
2026-05-18 16:58:02 | LLM        | call1_intent_classified | session=a7de1e7c  intent=general  language=en  confidence=0.8  ttft_ms=422
2026-05-18 16:58:02 | LLM        | routed               | session=a7de1e7c  route_type=general  has_direct_response=False  has_context=False
2026-05-18 16:58:02 | LLM        | call2_first_token    | session=a7de1e7c  ttft_ms=891
2026-05-18 16:58:02 | LLM        | turn_complete        | session=a7de1e7c  response_preview="Hello, how can I help you today?"
2026-05-18 16:58:02 | TTS        | first_sentence_synthesis_start | ttfs_ms=907
2026-05-18 16:58:07 | TTS        | synthesised          | session=a7de1e7c  sentence_index=0  sentence="Hello, how can I help you today?"  wav_kb=109  synth_ms=4264
2026-05-18 16:58:07 | TTS        | first_wav_enqueued   | tts_enqueue_ms=5172
2026-05-18 16:58:07 | AUDIO_OUT  | first_audio_chunk    | session=a7de1e7c  ttfa_ms=5172
2026-05-18 16:58:07 | STATE      | thinking → speaking  | session=a7de1e7c
2026-05-18 16:58:09 | AUDIO_OUT  | playback_complete    | session=a7de1e7c  audio_duration_ms=2325  waited_ms=2625
2026-05-18 16:58:09 | STATE      | speaking → listening | session=a7de1e7c
2026-05-18 17:00:23 | STT        | audio_dropped_robo_idle | session=a7de1e7c
2026-05-18 17:00:32 | AUDIO_IN   | client_disconnected  | session=a7de1e7c
2026-05-18 17:00:32 | AUDIO_IN   | shutting_down_pipeline | session=a7de1e7c
2026-05-18 17:00:32 | SESSION    | stopped              | session=a7de1e7c
2026-05-18 17:00:32 | ────────────────────────────────────────────────────────────────────────
2026-05-18 17:00:32 | SESSION    | stopped              | session=a7de1e7c
2026-05-18 17:00:32 | ────────────────────────────────────────────────────────────────────────
2026-05-18 17:00:32 | SERVER     | shutdown             | active_sessions=0
2026-05-18 17:02:18 | SERVER     | ready                | port=8000  stt_model=whisper-large-v3-turbo  llm_model=llama-3.3-70b-versatile
2026-05-18 17:02:21 | WS         | audio_client_connected | session=2b9b6c5b
2026-05-18 17:02:21 | ─────────────────────────── SESSION 2b9b6c5b ───────────────────────────
2026-05-18 17:02:21 | SESSION    | started              | session=2b9b6c5b
2026-05-18 17:02:28 | WS         | text_input_received  | text=こんにちは
2026-05-18 17:02:28 | LLM        | turn_start           | session=2b9b6c5b  query=こんにちは  history_turns=0
2026-05-18 17:02:28 | STATE      | listening → thinking | session=2b9b6c5b
2026-05-18 17:02:28 | LLM        | call1_intent_classified | session=2b9b6c5b  intent=general  language=ja  confidence=0.9  ttft_ms=514
2026-05-18 17:02:28 | LLM        | routed               | session=2b9b6c5b  route_type=general  has_direct_response=False  has_context=False
2026-05-18 17:02:29 | LLM        | call2_first_token    | session=2b9b6c5b  ttft_ms=969
2026-05-18 17:02:29 | TTS        | first_sentence_synthesis_start | ttfs_ms=969
2026-05-18 17:02:29 | LLM        | turn_complete        | session=2b9b6c5b  response_preview=こんにちは。今日はどうしましたか？何かお手伝いできるところはありますか？
2026-05-18 17:02:31 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=0  sentence=こんにちは。  wav_kb=84  synth_ms=2203
2026-05-18 17:02:31 | TTS        | first_wav_enqueued   | tts_enqueue_ms=3172
2026-05-18 17:02:31 | AUDIO_OUT  | first_audio_chunk    | session=2b9b6c5b  ttfa_ms=3172
2026-05-18 17:02:31 | STATE      | thinking → speaking  | session=2b9b6c5b
2026-05-18 17:02:31 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=1  sentence=今日はどうしましたか？  wav_kb=111  synth_ms=2562
2026-05-18 17:02:34 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=2  sentence=何かお手伝いできるところはありますか？  wav_kb=162  synth_ms=3686
2026-05-18 17:02:43 | AUDIO_OUT  | playback_complete    | session=2b9b6c5b  audio_duration_ms=7650  waited_ms=8030
2026-05-18 17:02:43 | STATE      | speaking → listening | session=2b9b6c5b
2026-05-18 17:03:01 | WS         | text_input_received  | text=東京の現在の天気を調べるのを手伝ってもらえますか？
2026-05-18 17:03:01 | LLM        | turn_start           | session=2b9b6c5b  query=東京の現在の天気を調べるのを手伝ってもらえますか？  history_turns=1
2026-05-18 17:03:01 | STATE      | listening → thinking | session=2b9b6c5b
2026-05-18 17:03:02 | LLM        | call1_intent_classified | session=2b9b6c5b  intent=web_search  language=ja  confidence=0.9  ttft_ms=407
2026-05-18 17:03:04 | LLM        | routed               | session=2b9b6c5b  route_type=web_search  has_direct_response=False  has_context=True
2026-05-18 17:03:04 | LLM        | call2_first_token    | session=2b9b6c5b  ttft_ms=2969
2026-05-18 17:03:04 | TTS        | first_sentence_synthesis_start | ttfs_ms=3000
2026-05-18 17:03:04 | LLM        | turn_complete        | session=2b9b6c5b  response_preview=はい、東京の現在の天気を調べてみました。現在、東京は晴れています。気温は27.6℃で、南南東の風が吹いています。蒸し暑い
2026-05-18 17:03:07 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=1  sentence=現在、東京は晴れています。  wav_kb=133  synth_ms=2984
2026-05-18 17:03:08 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=0  sentence=はい、東京の現在の天気を調べてみました。  wav_kb=193  synth_ms=3610
2026-05-18 17:03:08 | TTS        | first_wav_enqueued   | tts_enqueue_ms=6610
2026-05-18 17:03:08 | AUDIO_OUT  | first_audio_chunk    | session=2b9b6c5b  ttfa_ms=6625
2026-05-18 17:03:08 | STATE      | thinking → speaking  | session=2b9b6c5b
2026-05-18 17:03:10 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=2  sentence=気温は27.  wav_kb=100  synth_ms=2579
2026-05-18 17:03:11 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=3  sentence=6℃で、南南東の風が吹いています。  wav_kb=161  synth_ms=3217
2026-05-18 17:03:13 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=4  sentence=蒸し暑い感じがしますね。  wav_kb=119  synth_ms=2795
2026-05-18 17:03:29 | AUDIO_OUT  | playback_complete    | session=2b9b6c5b  audio_duration_ms=15125  waited_ms=15485
2026-05-18 17:03:29 | STATE      | speaking → listening | session=2b9b6c5b
2026-05-18 17:04:16 | WS         | text_input_received  | text=そちらの現在の時刻は何時ですか？
2026-05-18 17:04:16 | LLM        | turn_start           | session=2b9b6c5b  query=そちらの現在の時刻は何時ですか？  history_turns=2
2026-05-18 17:04:16 | STATE      | listening → thinking | session=2b9b6c5b
2026-05-18 17:04:16 | LLM        | call1_intent_classified | session=2b9b6c5b  intent=web_search  language=ja  confidence=0.9  ttft_ms=640
2026-05-18 17:04:18 | LLM        | routed               | session=2b9b6c5b  route_type=web_search  has_direct_response=False  has_context=True
2026-05-18 17:04:19 | LLM        | call2_first_token    | session=2b9b6c5b  ttft_ms=3078
2026-05-18 17:04:19 | TTS        | first_sentence_synthesis_start | ttfs_ms=3171
2026-05-18 17:04:19 | LLM        | turn_complete        | session=2b9b6c5b  response_preview=現在の時刻は、米国時間で午前５時４９分です。日本時間だと午後６時４９分になります。
2026-05-18 17:04:23 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=1  sentence=日本時間だと午後６時４９分になります。  wav_kb=206  synth_ms=3811
2026-05-18 17:04:23 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=0  sentence=現在の時刻は、米国時間で午前５時４９分です。  wav_kb=262  synth_ms=4359
2026-05-18 17:04:23 | TTS        | first_wav_enqueued   | tts_enqueue_ms=7530
2026-05-18 17:04:23 | AUDIO_OUT  | first_audio_chunk    | session=2b9b6c5b  ttfa_ms=7530
2026-05-18 17:04:23 | STATE      | thinking → speaking  | session=2b9b6c5b
2026-05-18 17:04:34 | AUDIO_OUT  | playback_complete    | session=2b9b6c5b  audio_duration_ms=10000  waited_ms=10358
2026-05-18 17:04:34 | STATE      | speaking → listening | session=2b9b6c5b
2026-05-18 17:06:02 | WS         | text_input_received  | text=短い話を聞かせてください
2026-05-18 17:06:02 | LLM        | turn_start           | session=2b9b6c5b  query=短い話を聞かせてください  history_turns=3
2026-05-18 17:06:02 | STATE      | listening → thinking | session=2b9b6c5b
2026-05-18 17:06:03 | LLM        | call1_intent_classified | session=2b9b6c5b  intent=general  language=ja  confidence=0.8  ttft_ms=469
2026-05-18 17:06:03 | LLM        | routed               | session=2b9b6c5b  route_type=general  has_direct_response=False  has_context=False
2026-05-18 17:06:03 | LLM        | call2_first_token    | session=2b9b6c5b  ttft_ms=750
2026-05-18 17:06:03 | TTS        | first_sentence_synthesis_start | ttfs_ms=828
2026-05-18 17:06:04 | LLM        | turn_complete        | session=2b9b6c5b  response_preview=ある日、山の中でおじいさんが川で魚を釣っていました。すると、突然大きな魚が釣れました。おじいさんは大きな魚を釣ったことに
2026-05-18 17:06:06 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=1  sentence=すると、突然大きな魚が釣れました。  wav_kb=175  synth_ms=2921
2026-05-18 17:06:07 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=0  sentence=ある日、山の中でおじいさんが川で魚を釣っていました。  wav_kb=229  synth_ms=3546
2026-05-18 17:06:07 | TTS        | first_wav_enqueued   | tts_enqueue_ms=4375
2026-05-18 17:06:07 | AUDIO_OUT  | first_audio_chunk    | session=2b9b6c5b  ttfa_ms=4390
2026-05-18 17:06:07 | STATE      | thinking → speaking  | session=2b9b6c5b
2026-05-18 17:06:09 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=3  sentence=すると、魚はおじいさんに言ったのです。  wav_kb=167  synth_ms=2515
2026-05-18 17:06:10 | WS         | text_input_received  | text=こんにちは
2026-05-18 17:06:10 | WS         | text_input_barge_in  | session=2b9b6c5b  text=こんにちは
2026-05-18 17:06:10 | LLM        | turn_start           | session=2b9b6c5b  query=こんにちは  history_turns=4
2026-05-18 17:06:10 | STATE      | speaking → thinking  | session=2b9b6c5b
2026-05-18 17:06:10 | AUDIO_OUT  | interrupt_clear      | session=2b9b6c5b
2026-05-18 17:06:10 | STATE      | thinking → listening | session=2b9b6c5b
2026-05-18 17:06:10 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=2  sentence=おじいさんは大きな魚を釣ったことにも驚きながら、魚を川から上げようとしました。  wav_kb=342  synth_ms=3889
2026-05-18 17:06:10 | AUDIO_OUT  | first_audio_chunk    | session=2b9b6c5b  ttfa_ms=375
2026-05-18 17:06:10 | STATE      | listening → speaking | session=2b9b6c5b
2026-05-18 17:06:11 | LLM        | call1_intent_classified | session=2b9b6c5b  intent=general  language=ja  confidence=0.9  ttft_ms=438
2026-05-18 17:06:11 | LLM        | routed               | session=2b9b6c5b  route_type=general  has_direct_response=False  has_context=False
2026-05-18 17:06:11 | LLM        | call2_first_token    | session=2b9b6c5b  ttft_ms=780
2026-05-18 17:06:11 | LLM        | turn_complete        | session=2b9b6c5b  response_preview=こんにちは。どうしましたか？何かお手伝いできることがありますか？
2026-05-18 17:06:13 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=4  sentence=「おじいさん、私は魔法の魚です。  wav_kb=162  synth_ms=2780
2026-05-18 17:06:15 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=5  sentence=你の願いを一つ聞きます」おじいさんは驚きながら、思わず言ったのです。  wav_kb=281  synth_ms=4155
2026-05-18 17:06:18 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=7  sentence=魚はおじいさんに言ったのです。  wav_kb=140  synth_ms=3046
2026-05-18 17:06:19 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=6  sentence=「私には何も必要ない、魚を自由にしてください」そしておじいさんは魚を川に戻しました。  wav_kb=399  synth_ms=5329
2026-05-18 17:06:23 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=9  sentence=おじいさんはそれから幸せな毎日を送ることができました。  wav_kb=237  synth_ms=4281
2026-05-18 17:06:24 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=8  sentence=「あなたの心は本当に美しいです、これからあなたの運は良くなります」そう言って、魚は消えてしまいました。  wav_kb=426  synth_ms=5812
2026-05-18 17:06:24 | TTS        | first_sentence_synthesis_start | ttfs_ms=14344
2026-05-18 17:06:27 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=0  sentence=こんにちは。  wav_kb=84  synth_ms=2109
2026-05-18 17:06:27 | TTS        | first_wav_enqueued   | tts_enqueue_ms=16453
2026-05-18 17:06:27 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=1  sentence=どうしましたか？  wav_kb=91  synth_ms=2390
2026-05-18 17:06:30 | AUDIO_IN   | interrupt_received   | session=2b9b6c5b  via=text
2026-05-18 17:06:30 | AUDIO_OUT  | interrupt_clear      | session=2b9b6c5b
2026-05-18 17:06:30 | STATE      | speaking → listening | session=2b9b6c5b
2026-05-18 17:06:30 | TTS        | synthesised          | session=2b9b6c5b  sentence_index=2  sentence=何かお手伝いできることがありますか？  wav_kb=157  synth_ms=3844
2026-05-18 17:06:30 | AUDIO_OUT  | first_audio_chunk    | session=2b9b6c5b  ttfa_ms=20297
2026-05-18 17:06:30 | STATE      | listening → speaking | session=2b9b6c5b
2026-05-18 17:06:34 | AUDIO_OUT  | playback_complete    | session=2b9b6c5b  audio_duration_ms=3350  waited_ms=3750
2026-05-18 17:06:34 | STATE      | speaking → listening | session=2b9b6c5b
2026-05-18 17:07:25 | STT        | audio_dropped_robo_idle | session=2b9b6c5b
2026-05-18 17:08:06 | AUDIO_IN   | client_disconnected  | session=2b9b6c5b
2026-05-18 17:08:06 | AUDIO_IN   | shutting_down_pipeline | session=2b9b6c5b
2026-05-18 17:08:06 | SESSION    | stopped              | session=2b9b6c5b
2026-05-18 17:08:06 | ────────────────────────────────────────────────────────────────────────
2026-05-18 17:08:06 | SESSION    | stopped              | session=2b9b6c5b
2026-05-18 17:08:06 | ────────────────────────────────────────────────────────────────────────
2026-05-18 17:08:06 | SERVER     | shutdown             | active_sessions=0
